product_id,product_name,category,price,review_score,review_count,sales_month_1,sales_month_2,sales_month_3,sales_month_4,sales_month_5,sales_month_6,sales_month_7,sales_month_8,sales_month_9,sales_month_10,sales_month_11,sales_month_12,total_sales,average_monthly_sales,total_revenue,review_score_category,average_monthly_growth_rate
187,Product_187,Books,409.52,3.8,164,936,736,944,555,463,852,535,646,425,338,862,270,7562,630.1666666666666,3096790.2399999998,Medium,0.043944082681665254
188,Product_188,Books,279.82,1.3,485,389,365,275,400,229,709,367,221,415,797,164,960,5291,440.9166666666667,1480527.6199999999,Low,0.6174903442902534
189,Product_189,Home & Kitchen,267.18,2.2,597,324,68,499,680,966,576,211,155,25,260,278,473,4515,376.25,1206317.7,Medium,1.3055068506385217
190,Product_190,Toys,124.72,3.8,72,939,298,716,309,171,899,576,653,370,886,26,738,6581,548.4166666666666,820782.32,Medium,2.82835264830309
191,Product_191,Home & Kitchen,51.09,1.3,567,888,943,336,494,86,10,960,427,384,734,69,536,5867,488.9166666666667,299745.03,Low,9.026956512393568
192,Product_192,Electronics,449.12,3.3,905,831,801,949,555,552,619,208,157,55,198,217,233,5375,447.9166666666667,2414020.0,Medium,0.09639180193366452
193,Product_193,Health,450.71,2.4,559,156,295,931,609,122,25,762,976,252,210,961,58,5357,446.4166666666667,2414453.4699999997,Medium,2.9632048951589582
194,Product_194,Home & Kitchen,318.39,3.5,911,667,202,480,772,842,956,896,415,633,286,364,250,6763,563.5833333333334,2153271.57,Medium,0.07732287077492937
195,Product_195,Clothing,172.82,1.2,944,650,60,896,108,297,420,116,325,105,691,700,846,5214,434.5,901083.48,Low,1.8648961911651314
196,Product_196,Books,177.86,4.5,238,632,945,910,794,884,662,627,370,129,761,844,85,7643,636.9166666666666,1359383.9800000002,High,0.2898050389807476
197,Product_197,Toys,364.35,4.9,104,576,962,972,371,928,220,748,343,848,742,946,762,8418,701.5,3067098.3000000003,High,0.37153878332108886
198,Product_198,Sports,449.07,4.9,210,618,829,272,854,689,852,477,261,669,471,305,389,6686,557.1666666666666,3002482.02,High,0.1954412501482337
199,Product_199,Electronics,444.11,4.0,554,658,313,919,615,574,495,104,282,375,481,123,179,5118,426.5,2272954.98,High,0.19288996704976383
200,Product_200,Sports,391.04,1.5,828,136,160,57,767,483,236,494,849,742,22,18,718,4682,390.1666666666667,1830849.28,Low,4.593612134618857
201,Product_201,Books,322.81,4.0,468,922,330,327,890,164,236,770,855,966,559,256,855,7130,594.1666666666666,2301635.3,High,0.4157489664769798
202,Product_202,Home & Kitchen,46.65,1.1,454,673,527,730,205,1000,218,45,228,307,108,295,148,4484,373.6666666666667,209178.6,Low,0.6136071546633359
203,Product_203,Sports,85.01,1.1,268,427,337,108,846,698,486,822,887,90,295,927,582,6505,542.0833333333334,552990.05,Low,0.8531137172366072
204,Product_204,Clothing,449.78,2.3,386,451,605,278,42,382,935,330,279,392,5,21,120,3840,320.0,1727155.2,Medium,1.365943928840955
205,Product_205,Home & Kitchen,305.18,3.0,775,611,303,685,864,208,460,215,869,533,549,879,764,6940,578.3333333333334,2117949.2,Medium,0.37210082775312525
206,Product_206,Books,9.55,4.1,848,849,502,327,244,738,662,981,289,801,680,988,604,7665,638.75,73200.75,High,0.21561614401489607
207,Product_207,Sports,55.23,3.7,387,910,649,775,286,431,634,959,679,109,867,449,255,7003,583.5833333333334,386775.69,Medium,0.5159515628681719
208,Product_208,Health,333.43,2.8,877,818,337,314,354,388,143,491,46,560,794,551,765,5561,463.4166666666667,1854204.23,Medium,1.1033712731783323
209,Product_209,Electronics,7.51,2.1,259,140,549,473,784,559,989,812,974,640,202,549,863,7534,627.8333333333334,56580.34,Medium,0.473250910717659
210,Product_210,Sports,84.6,5.0,283,82,638,110,475,223,188,921,714,584,324,47,799,5105,425.4166666666667,431883.0,High,2.4341427561296807
211,Product_211,Health,276.62,2.7,626,176,274,698,82,2,254,844,213,339,824,694,308,4708,392.3333333333333,1302326.96,Medium,11.739054664661973
212,Product_212,Health,347.49,2.8,875,197,163,780,109,371,67,448,757,564,784,586,58,4884,407.0,1697141.1600000001,Medium,0.8813213727752658
213,Product_213,Sports,327.72,1.7,40,623,442,934,949,686,615,535,23,978,243,720,68,6816,568.0,2233739.52,Low,3.7453220196041346
214,Product_214,Toys,116.01,4.2,486,567,318,228,189,445,335,510,320,355,326,182,445,4220,351.6666666666667,489562.2,High,0.12681295068154233
215,Product_215,Sports,357.53,3.8,929,971,588,496,982,610,670,457,273,891,986,434,387,7745,645.4166666666666,2769069.8499999996,Medium,0.10274258452440911
216,Product_216,Books,122.44,1.9,220,690,503,155,799,115,820,546,555,167,46,106,85,4587,382.25,561632.28,Low,0.7119328910563218
217,Product_217,Health,166.07,1.3,129,420,685,472,935,269,873,535,843,556,760,187,785,7320,610.0,1215632.4,Low,0.49935353913659414
218,Product_218,Electronics,374.51,3.7,520,400,386,700,908,446,408,539,312,451,590,775,226,6141,511.75,2299865.91,Medium,0.06731083484609927
219,Product_219,Books,326.57,3.6,613,697,969,271,250,367,299,483,362,904,621,85,592,5900,491.6666666666667,1926763.0,Medium,0.5932518331074251
220,Product_220,Clothing,425.37,2.1,928,470,869,886,723,252,907,975,667,104,12,835,625,7325,610.4166666666666,3115835.25,Medium,6.272227093043634
221,Product_221,Home & Kitchen,330.52,4.8,892,217,832,1,290,316,601,999,999,149,906,842,183,6335,527.9166666666666,2093844.2,High,26.896861125656336
222,Product_222,Sports,286.31,1.6,688,924,887,757,644,414,356,15,379,145,379,455,791,6146,512.1666666666666,1759661.26,Low,2.2191865400064583
223,Product_223,Toys,51.37,2.7,619,928,602,721,200,94,255,570,710,715,364,136,321,5616,468.0,288493.92,Medium,0.1852274172386954
224,Product_224,Electronics,187.02,4.8,613,827,749,510,796,784,352,976,918,873,601,857,908,9151,762.5833333333334,1711420.02,High,0.12904167175571837
225,Product_225,Toys,136.28,2.7,260,986,775,912,325,891,731,242,980,298,341,897,317,7695,641.25,1048674.6,Medium,0.3358198788988089
226,Product_226,Toys,125.77,3.6,990,728,690,285,510,23,520,949,673,166,859,335,565,6303,525.25,792728.3099999999,Medium,2.257835606830557
227,Product_227,Toys,486.64,2.6,966,631,493,870,408,627,523,206,906,712,791,606,398,7171,597.5833333333334,3489695.44,Medium,0.22704705922406918
228,Product_228,Sports,199.58,2.1,366,950,489,12,606,662,836,911,469,645,220,837,708,7345,612.0833333333334,1465915.1,Medium,4.578712093189078
229,Product_229,Electronics,446.56,4.9,758,905,720,607,789,849,949,270,745,722,72,756,898,8282,690.1666666666666,3698409.92,High,0.9029775131847427
230,Product_230,Electronics,317.41,2.6,787,174,72,497,961,49,755,760,674,47,745,468,292,5494,457.8333333333333,1743850.54,Medium,2.979609567496999
231,Product_231,Health,398.43,4.6,544,22,508,732,940,501,693,993,115,637,771,601,292,6805,567.0833333333334,2711316.15,High,2.390525989387505
232,Product_232,Toys,253.81,1.9,649,724,389,237,836,717,283,778,604,238,624,570,484,6484,540.3333333333334,1645704.04,Low,0.2936607418943708
233,Product_233,Health,290.57,1.9,524,916,618,93,507,497,311,704,41,6,45,402,898,5038,419.8333333333333,1463891.66,Low,1.638019214929573
234,Product_234,Health,248.8,1.1,907,234,856,337,730,334,98,846,795,463,503,539,446,6181,515.0833333333334,1537832.8,Low,0.8281010914062882
235,Product_235,Home & Kitchen,101.65,3.6,814,12,294,780,600,78,196,729,378,452,273,71,802,4665,388.75,474197.25,Medium,3.3780560167976703
236,Product_236,Sports,362.61,2.5,887,100,368,170,71,581,481,114,721,783,554,781,691,5415,451.25,1963533.1500000001,Medium,1.2018354535646796
237,Product_237,Sports,143.98,4.5,16,928,955,980,246,26,877,579,205,896,207,23,982,6904,575.3333333333334,994037.9199999999,High,6.687776298094937
238,Product_238,Books,17.04,2.9,129,535,795,605,640,270,225,298,465,370,928,623,891,6645,553.75,113230.79999999999,Medium,0.16820128222492883
239,Product_239,Health,324.51,4.9,575,875,864,660,723,561,844,836,731,548,860,811,411,8724,727.0,2831025.2399999998,High,-0.021737158202344162
240,Product_240,Sports,92.67,1.7,109,522,693,623,939,803,614,482,279,486,614,484,507,7046,587.1666666666666,652952.8200000001,Low,0.0507777839907937
241,Product_241,Toys,470.53,4.5,887,784,548,566,854,246,617,396,647,210,123,55,733,5779,481.5833333333333,2719192.8699999996,High,1.090656052868621
242,Product_242,Clothing,477.19,4.1,533,451,648,848,607,775,364,393,617,164,9,985,785,6646,553.8333333333334,3171404.7399999998,High,9.765402122100832
243,Product_243,Toys,457.86,4.1,670,430,849,935,586,590,367,74,117,124,328,222,889,5511,459.25,2523266.46,High,0.4091229211620935
244,Product_244,Electronics,188.23,4.4,269,792,567,466,934,386,569,977,236,336,186,631,243,6323,526.9166666666666,1190178.29,High,0.1948108660575933
245,Product_245,Sports,12.65,4.0,162,605,186,627,565,701,589,481,308,191,542,178,419,5392,449.3333333333333,68208.8,High,0.29614558908405064
246,Product_246,Sports,464.52,3.5,260,712,852,142,343,558,74,102,455,729,667,799,928,6361,530.0833333333334,2954811.7199999997,Medium,0.4776266209415771
247,Product_247,Books,216.95,1.5,924,532,769,200,970,972,41,296,899,213,59,433,959,6343,528.5833333333334,1376113.8499999999,Low,1.5385611733394524
248,Product_248,Health,483.49,1.1,102,851,444,179,924,360,421,177,474,573,760,936,153,6252,521.0,3022779.48,Low,0.33405506562098775
249,Product_249,Clothing,481.99,4.7,506,978,569,713,53,865,835,214,99,327,898,449,815,6815,567.9166666666666,3284761.85,High,1.5707762078058929
250,Product_250,Sports,427.24,3.5,735,722,362,363,729,983,180,966,260,956,885,792,423,7621,635.0833333333334,3255996.04,Medium,0.5192206013374844
251,Product_251,Books,150.75,4.2,571,651,122,478,527,487,544,314,992,380,950,883,272,6600,550.0,994950.0,High,0.3732826868593441
252,Product_252,Books,195.62,2.9,247,292,187,564,610,351,70,38,304,672,781,491,935,5295,441.25,1035807.9,Medium,0.8146725511050746
253,Product_253,Clothing,426.31,1.5,640,809,741,470,531,700,567,258,353,577,441,188,646,6281,523.4166666666666,2677653.11,Low,0.1720777132368009
254,Product_254,Toys,161.88,1.5,795,912,679,383,557,927,104,715,285,797,216,577,824,6976,581.3333333333334,1129274.88,Low,0.7254395163558113
255,Product_255,Toys,88.9,3.7,837,100,419,691,962,255,199,6,327,238,910,809,519,5435,452.9166666666667,483171.50000000006,Medium,5.2626243177941445
256,Product_256,Toys,280.62,2.7,537,501,625,925,192,221,100,48,102,531,1,960,127,4333,361.0833333333333,1215926.46,Medium,87.4076054700742
257,Product_257,Home & Kitchen,468.4,1.8,131,303,251,416,894,883,767,537,62,699,535,419,372,6138,511.5,2875039.1999999997,Low,0.9106620226375944
258,Product_258,Health,349.53,3.0,353,870,618,824,57,752,306,160,686,81,717,248,567,5886,490.5,2057333.5799999998,Medium,1.9204754268838415
259,Product_259,Health,287.18,1.3,196,539,548,307,436,780,585,868,281,362,831,587,637,6761,563.4166666666666,1941623.98,Low,0.15627175510972935
260,Product_260,Toys,53.1,3.3,793,552,334,648,110,0,682,175,440,504,710,648,158,4961,413.4166666666667,263429.10000000003,Medium,inf
261,Product_261,Clothing,309.43,2.1,916,354,91,693,128,545,376,590,292,201,355,163,570,4358,363.1666666666667,1348495.94,Medium,0.9526862416179085
262,Product_262,Home & Kitchen,495.08,4.2,930,302,529,366,848,445,654,1,737,919,625,744,569,6739,561.5833333333334,3336344.12,High,66.9671492890775
263,Product_263,Health,74.34,2.2,666,495,865,0,705,78,677,1000,6,503,791,254,651,6025,502.0833333333333,447898.5,Medium,inf
264,Product_264,Toys,261.57,2.8,382,657,62,43,924,235,398,894,638,643,666,475,175,5810,484.1666666666667,1519721.7,Medium,1.7553957836594543
265,Product_265,Home & Kitchen,439.3,1.0,645,767,661,738,851,333,772,454,935,36,164,805,926,7442,620.1666666666666,3269270.6,Low,0.7401352929430222
266,Product_266,Clothing,371.68,1.3,227,973,511,842,325,888,220,927,91,643,997,416,619,7452,621.0,2769759.36,Low,0.8520439963632085
267,Product_267,Toys,350.02,2.6,701,226,138,97,7,348,594,643,934,588,733,169,210,4687,390.5833333333333,1640543.74,Medium,4.335566797203357
268,Product_268,Electronics,352.73,2.9,476,235,697,719,28,97,181,275,189,600,90,316,446,3873,322.75,1366123.29,Medium,0.801858708960789
269,Product_269,Sports,182.95,3.4,477,872,184,264,111,81,306,497,870,972,166,173,585,5081,423.4166666666667,929568.95,Medium,0.42364860889099065
270,Product_270,Clothing,150.33,2.2,265,891,204,799,946,501,521,628,475,401,958,469,166,6959,579.9166666666666,1046146.4700000001,Medium,0.17614628665437215
271,Product_271,Books,405.63,3.8,372,454,771,782,672,966,395,675,510,764,206,344,459,6998,583.1666666666666,2838598.7399999998,Medium,0.15041246160019847
272,Product_272,Books,406.01,4.4,486,1000,213,139,130,476,3,799,461,855,281,444,915,5716,476.3333333333333,2320753.16,High,24.291198201675915
273,Product_273,Clothing,434.2,4.1,434,12,255,480,187,926,862,27,52,705,64,17,356,3943,328.5833333333333,1712050.5999999999,High,5.019746892115672
274,Product_274,Books,457.05,1.2,646,209,134,236,674,703,913,332,753,175,887,69,303,5388,449.0,2462585.4,Low,0.818345408116519
275,Product_275,Health,258.11,2.9,211,740,572,973,708,764,847,0,485,544,515,337,232,6717,559.75,1733724.87,Medium,inf
276,Product_276,Clothing,253.25,1.4,572,396,874,952,474,920,999,187,643,569,156,627,326,7123,593.5833333333334,1803899.75,Low,0.46772264119779516
277,Product_277,Electronics,400.16,2.0,940,99,821,903,363,549,803,55,489,466,760,591,883,6782,565.1666666666666,2713885.12,Medium,1.4168031907351477
278,Product_278,Clothing,326.73,4.9,377,30,87,71,203,13,280,546,977,200,768,526,181,3882,323.5,1268365.86,High,2.362803246200337
279,Product_279,Toys,352.47,1.6,395,897,835,666,211,391,214,111,363,539,746,687,633,6293,524.4166666666666,2218093.71,Low,0.17689647693810465
280,Product_280,Toys,398.92,3.0,450,527,987,189,620,346,971,797,111,546,305,455,333,6187,515.5833333333334,2468118.04,Medium,0.5791340699610151
281,Product_281,Home & Kitchen,445.55,3.5,943,648,206,267,275,309,609,309,408,998,877,268,714,5888,490.6666666666667,2623398.4,Medium,0.2600791116754239
282,Product_282,Books,172.31,3.8,364,328,128,320,72,385,419,35,6,636,981,630,966,4906,408.8333333333333,845352.86,Medium,9.865793327486939
283,Product_283,Sports,190.91,3.2,876,165,822,106,678,208,100,438,741,393,394,810,28,4883,406.9166666666667,932213.53,Medium,0.9990588589158297
284,Product_284,Books,51.52,1.0,457,458,2,231,771,356,962,728,667,832,73,187,713,5980,498.3333333333333,308089.60000000003,Low,10.944415877103188
285,Product_285,Health,291.25,2.3,725,821,973,41,242,973,520,591,196,41,186,568,92,5244,437.0,1527315.0,Medium,0.9194992391577095
286,Product_286,Clothing,22.79,3.1,728,951,933,701,786,600,572,825,834,596,573,710,840,8921,743.4166666666666,203309.59,Medium,0.011073213145899152
287,Product_287,Sports,235.47,1.4,226,981,753,882,101,567,308,594,875,392,336,528,867,7184,598.6666666666666,1691616.48,Low,0.4664304416349655
288,Product_288,Sports,273.61,2.4,982,992,120,138,986,93,657,576,734,699,675,433,687,6790,565.8333333333334,1857811.9000000001,Medium,0.988347059363308
289,Product_289,Books,146.84,1.1,131,99,384,614,684,92,938,324,366,622,567,287,329,5306,442.1666666666667,779133.04,Low,1.060045150007674
290,Product_290,Sports,297.46,1.3,588,620,613,682,170,339,930,639,249,782,622,917,722,7285,607.0833333333334,2166996.0999999996,Low,0.30567014354946337
291,Product_291,Sports,20.1,2.6,476,854,37,862,652,596,509,306,915,994,729,566,183,7203,600.25,144780.30000000002,Medium,1.9432711146160613
292,Product_292,Toys,23.49,1.5,798,172,340,272,908,444,62,533,594,440,239,498,94,4596,383.0,107960.04,Low,0.8191987467222649
293,Product_293,Electronics,412.19,3.3,986,748,924,480,187,756,632,727,239,836,532,440,784,7285,607.0833333333334,3002804.15,Medium,0.3859399753227113
294,Product_294,Clothing,183.29,3.8,277,161,644,415,440,21,225,618,379,616,140,780,648,5087,423.9166666666667,932396.23,Medium,1.5528545007828611
295,Product_295,Books,67.89,4.2,156,904,713,505,85,290,104,108,906,505,264,302,748,5434,452.8333333333333,368914.26,High,0.7785429427499118
296,Product_296,Toys,263.51,1.8,760,727,859,732,475,484,973,371,871,917,138,86,352,6985,582.0833333333334,1840617.3499999999,Low,0.3054932650719329
297,Product_297,Health,386.15,1.7,218,775,20,724,51,783,771,356,834,319,458,829,929,6849,570.75,2644741.3499999996,Low,4.471563653648981
298,Product_298,Health,111.83,1.4,190,262,241,852,110,305,860,180,470,552,69,437,940,5278,439.8333333333333,590238.74,Low,1.0709880932999356
299,Product_299,Home & Kitchen,313.33,3.5,417,803,454,423,948,633,424,355,774,214,384,540,983,6935,577.9166666666666,2172943.55,Medium,0.21734771866814417
300,Product_300,Sports,47.25,3.8,981,273,962,406,876,127,254,675,918,70,629,21,264,5475,456.25,258693.75,Medium,2.0847928914269107
301,Product_301,Sports,30.58,1.1,675,2,620,567,853,624,428,67,700,567,197,832,646,6103,508.5833333333333,186629.74,Low,29.054354271321845
302,Product_302,Books,268.02,4.7,692,27,302,389,42,938,433,291,454,918,204,796,655,5449,454.0833333333333,1460440.98,High,3.0524958412390677
303,Product_303,Electronics,272.61,1.2,546,325,595,341,210,272,206,691,365,235,725,559,18,4542,378.5,1238194.62,Low,0.2260973664600094
304,Product_304,Electronics,320.53,3.2,41,939,594,945,967,847,27,180,289,280,567,516,742,6893,574.4166666666666,2209413.29,Medium,0.6153342915990773
305,Product_305,Books,364.42,3.8,307,148,802,613,199,441,681,465,873,986,798,761,645,7412,617.6666666666666,2701081.04,Medium,0.5062182063791926
306,Product_306,Books,488.05,4.5,943,539,963,932,809,502,335,433,402,616,981,674,625,7811,650.9166666666666,3812158.5500000003,High,0.07913588485892012
307,Product_307,Toys,260.57,3.9,338,487,68,492,857,129,587,463,57,901,804,502,498,5845,487.0833333333333,1523031.65,Medium,2.00412209261155
308,Product_308,Health,164.86,4.2,314,821,128,191,751,131,627,680,520,886,686,713,138,6272,522.6666666666666,1034001.92,High,0.4637255116141335
309,Product_309,Books,398.62,2.4,75,437,195,498,626,596,68,913,303,161,858,466,636,5757,479.75,2294855.34,Medium,1.4409171623796804
310,Product_310,Health,139.06,4.3,953,64,139,821,25,934,865,533,114,190,881,100,715,5381,448.4166666666667,748281.86,High,4.52654631685152
311,Product_311,Home & Kitchen,222.29,1.3,279,355,443,711,918,481,745,65,209,8,973,582,572,6062,505.1666666666667,1347521.98,Low,11.069426615015532
312,Product_312,Health,43.84,4.6,176,532,282,232,298,861,512,20,40,59,639,941,761,5177,431.4166666666667,226959.68000000002,High,1.06791551537896
313,Product_313,Toys,17.55,3.2,896,251,311,944,76,389,166,611,815,892,430,674,809,6368,530.6666666666666,111758.40000000001,Medium,0.75081454802008
314,Product_314,Sports,481.51,4.3,662,234,745,226,923,592,863,383,172,816,889,684,524,7051,587.5833333333334,3395127.01,High,0.6302148746583921
315,Product_315,Sports,418.81,2.8,273,226,534,370,136,998,729,811,233,224,324,140,907,5632,469.3333333333333,2358737.92,Medium,1.0191121978515467
316,Product_316,Health,349.51,3.6,837,524,664,138,19,984,784,614,792,818,441,137,254,6169,514.0833333333334,2156127.19,Medium,4.455326866955317
317,Product_317,Sports,207.43,3.1,620,312,276,855,439,324,367,558,883,699,803,577,84,6177,514.75,1281295.11,Medium,0.11582377468340711
318,Product_318,Sports,90.78,3.9,651,48,60,816,210,68,250,38,589,581,287,709,457,4113,342.75,373378.14,Medium,2.5777254277987334
319,Product_319,Clothing,82.44,1.3,862,117,318,148,751,659,858,284,619,804,225,839,531,6153,512.75,507253.32,Low,0.7171123712864944
320,Product_320,Home & Kitchen,128.87,1.2,783,53,889,114,550,447,855,821,792,286,63,227,561,5658,471.5,729146.4600000001,Low,2.002972858623813
321,Product_321,Toys,276.87,2.0,859,649,51,449,434,527,930,601,402,993,966,280,675,6957,579.75,1926184.59,Medium,0.8442489143153018
322,Product_322,Toys,358.72,1.6,931,564,855,62,779,818,685,596,38,168,937,683,91,6276,523.0,2251326.72,Low,1.5304439523620958
323,Product_323,Sports,331.8,4.5,289,43,152,103,206,616,169,784,118,61,559,827,599,4237,353.0833333333333,1405836.6,High,1.3773942285173575
324,Product_324,Electronics,143.57,1.9,724,814,748,850,990,164,757,335,334,348,713,430,68,6551,545.9166666666666,940527.07,Low,0.2084583405517268
325,Product_325,Toys,477.66,4.9,893,52,310,870,438,487,934,187,335,441,497,39,36,4626,385.5,2209655.16,High,0.612525703754247
326,Product_326,Home & Kitchen,370.26,2.3,272,585,813,667,973,712,89,670,538,13,848,518,764,7190,599.1666666666666,2662169.4,Medium,6.2906772866470195
327,Product_327,Books,279.41,1.7,930,557,543,272,778,708,560,242,615,163,925,685,763,6811,567.5833333333334,1903061.5100000002,Low,0.5277116398193837
328,Product_328,Home & Kitchen,307.8,4.2,66,524,566,5,665,425,445,72,73,419,916,662,139,4911,409.25,1511605.8,High,12.255399141909349
329,Product_329,Sports,212.7,3.6,483,676,863,146,41,696,293,478,190,756,59,210,866,5274,439.5,1121779.8,Medium,1.9902021185626948
330,Product_330,Sports,127.63,3.0,936,101,388,183,410,833,918,973,323,846,396,301,892,6564,547.0,837763.32,Medium,0.6263755547550091
331,Product_331,Clothing,181.21,3.2,248,791,547,997,522,264,149,560,146,519,256,85,679,5515,459.5833333333333,999373.15,Medium,0.8632119514152674
332,Product_332,Health,380.13,3.9,156,769,621,27,805,874,131,100,766,665,576,396,565,6295,524.5833333333334,2392918.35,Medium,3.015761208238925
333,Product_333,Toys,12.12,1.9,47,981,176,961,609,611,432,513,283,547,238,252,897,6500,541.6666666666666,78780.0,Low,0.5190126939413428
334,Product_334,Health,62.46,5.0,935,848,361,549,426,341,58,755,212,559,800,532,177,5618,468.1666666666667,350900.28,High,1.005150838933284
335,Product_335,Health,27.77,4.9,454,867,313,118,274,831,968,175,634,596,37,768,808,6389,532.4166666666666,177422.53,High,2.0793072737093614
336,Product_336,Toys,25.16,3.6,201,397,806,292,447,725,835,237,717,27,24,890,812,6209,517.4166666666666,156218.44,Medium,3.44803336721259
337,Product_337,Toys,428.45,1.8,660,137,847,370,901,277,198,909,928,707,409,914,870,7467,622.25,3199236.15,Low,0.8377667748776676
338,Product_338,Sports,353.31,3.7,124,674,96,243,941,673,214,58,751,445,460,380,617,5552,462.6666666666667,1961577.12,Medium,1.2613284747496956
339,Product_339,Toys,239.72,1.3,1,920,880,579,883,438,897,864,393,207,570,443,136,7210,600.8333333333334,1728381.2,Low,0.042373108388881996
340,Product_340,Electronics,53.43,1.1,968,386,212,725,741,156,560,98,338,469,987,32,189,4893,407.75,261432.99,Low,0.9860068761124136
341,Product_341,Electronics,248.35,2.0,759,110,828,217,368,421,471,953,797,715,416,259,639,6194,516.1666666666666,1538279.9,Medium,0.7433054625332993
342,Product_342,Books,239.37,2.9,855,613,136,176,937,250,743,870,21,975,356,233,341,5651,470.9166666666667,1352679.87,Medium,4.4714027165628245
343,Product_343,Toys,90.73,4.5,640,16,5,298,219,877,246,953,770,818,382,514,558,5656,471.3333333333333,513168.88,High,5.688628089447497
344,Product_344,Clothing,219.76,3.9,191,779,108,675,576,608,381,494,868,103,808,858,4,6262,521.8333333333334,1376137.1199999999,Medium,0.9097920759125789
345,Product_345,Books,202.26,4.0,579,181,546,57,866,529,990,946,104,741,157,307,971,6395,532.9166666666666,1293452.7,High,2.1197191965916833
346,Product_346,Sports,309.85,2.7,516,883,38,268,231,326,238,979,465,425,568,1000,256,5677,473.0833333333333,1759018.4500000002,Medium,0.7231232773656064
347,Product_347,Toys,319.37,2.4,442,535,661,307,327,960,926,513,458,100,432,738,811,6768,564.0,2161496.16,Medium,0.4052586084778394
348,Product_348,Electronics,27.43,2.5,921,540,424,569,442,894,366,754,431,540,47,795,661,6463,538.5833333333334,177280.09,Medium,1.4594538985899725
349,Product_349,Clothing,190.43,5.0,815,170,629,287,51,96,167,296,769,638,327,69,805,4304,358.6666666666667,819610.72,High,1.322382583232377
350,Product_350,Books,314.8,1.2,806,408,260,976,885,512,559,210,715,849,432,453,242,6501,541.75,2046514.8,Low,0.2752452728372981
351,Product_351,Clothing,254.05,4.5,143,739,425,104,942,215,50,122,821,521,430,438,786,5593,466.0833333333333,1420901.6500000001,High,1.1618960781251828
352,Product_352,Toys,428.96,3.3,191,377,86,227,375,131,810,228,773,105,55,824,719,4710,392.5,2020401.5999999999,Medium,1.8398218822613472
353,Product_353,Home & Kitchen,331.05,2.8,533,187,464,246,262,259,609,593,618,678,576,363,414,5269,439.0833333333333,1744302.45,Medium,0.19542113602014377
354,Product_354,Clothing,85.65,3.9,227,857,75,699,266,124,950,655,762,977,267,982,626,7240,603.3333333333334,620106.0,Medium,1.330832852817162
355,Product_355,Clothing,39.93,2.9,313,229,470,493,358,81,727,387,935,768,68,765,706,5987,498.9166666666667,239060.91,Medium,1.641838456573914
356,Product_356,Sports,323.0,4.5,629,832,975,82,316,282,688,139,220,806,727,480,342,5889,490.75,1902147.0,High,0.4695359309865992
357,Product_357,Electronics,18.12,4.6,949,851,962,185,323,682,379,540,378,276,901,143,681,6301,525.0833333333334,114174.12000000001,High,0.5251150820684387
358,Product_358,Toys,294.96,2.7,302,118,413,251,920,58,473,390,221,64,600,23,378,3909,325.75,1152998.64,Medium,2.956382036660429
359,Product_359,Clothing,470.41,2.1,654,155,824,354,907,543,79,269,257,782,448,964,593,6175,514.5833333333334,2904781.75,Medium,0.7995571556431631
360,Product_360,Toys,289.86,3.4,996,783,894,749,665,160,696,758,712,899,792,424,665,8197,683.0833333333334,2375982.42,Medium,0.24852595908838168
361,Product_361,Electronics,197.14,4.6,460,686,725,871,869,283,366,11,366,187,256,745,652,6017,501.4166666666667,1186191.38,High,2.985718289268988
362,Product_362,Sports,323.43,1.8,401,464,456,695,877,105,460,866,769,316,671,844,825,7348,612.3333333333334,2376563.64,Low,0.43724394573265796
363,Product_363,Toys,231.84,3.5,551,103,284,795,651,104,910,388,348,915,489,174,145,5306,442.1666666666667,1230143.04,Medium,0.9055798589310077
364,Product_364,Health,275.08,3.5,393,603,238,896,938,438,538,336,224,137,745,843,322,6258,521.5,1721450.64,Medium,0.4323466960551922
365,Product_365,Electronics,471.03,3.9,867,697,676,937,562,227,451,505,713,342,642,324,121,6197,516.4166666666666,2918972.9099999997,Medium,0.010277455536023883
366,Product_366,Electronics,196.12,1.5,764,971,598,209,628,699,463,105,737,104,48,868,251,5681,473.4166666666667,1114157.72,Low,1.906050863453103
367,Product_367,Books,480.79,3.9,845,794,652,815,420,581,959,31,235,545,658,670,854,7214,601.1666666666666,3468419.06,Medium,0.7320686081905553
368,Product_368,Sports,453.15,4.6,207,501,671,807,45,317,477,73,182,379,315,859,898,5524,460.3333333333333,2503200.6,High,0.8617337026468661
369,Product_369,Sports,101.92,1.7,210,692,557,608,820,463,925,170,711,109,412,347,310,6124,510.3333333333333,624158.08,Low,0.44022699760945455
370,Product_370,Health,39.33,2.0,115,681,371,446,599,801,419,848,868,943,433,797,600,7806,650.5,307009.98,Medium,0.10334699620733061
371,Product_371,Toys,54.89,4.9,737,698,494,459,719,598,706,68,757,544,1,17,474,5535,461.25,303816.15,High,4.640648659907712
372,Product_372,Home & Kitchen,14.02,1.7,646,174,623,967,888,881,213,812,443,353,840,43,569,6806,567.1666666666666,95420.12,Low,1.5547984899201288
373,Product_373,Health,51.75,4.4,251,733,918,471,268,873,368,361,864,742,951,154,491,7194,599.5,372289.5,High,0.3525911910456938
374,Product_374,Books,343.09,3.0,219,744,44,719,600,471,853,648,622,316,144,866,574,6601,550.0833333333334,2264737.09,Medium,1.653688280420311
